sensor_id,timestamp,temperature,humidity,aqi,noise
sensor_3,2026-03-12T20:27:45+00:00,19.5,63,190,47
sensor_4,2026-03-12T20:27:45+00:00,22.3,40,205,47
sensor_5,2026-03-12T20:27:45+00:00,24.9,50,99,45
sensor_1,2026-03-12T20:27:47+00:00,24.0,58,108,92
sensor_2,2026-03-12T20:27:47+00:00,27.2,89,150,54
sensor_3,2026-03-12T20:27:47+00:00,27.4,20,62,30
sensor_4,2026-03-12T20:27:47+00:00,38.4,84,162,44
sensor_5,2026-03-12T20:27:47+00:00,39.2,45,199,79
sensor_1,2026-03-12T20:27:49+00:00,38.5,24,65,30
sensor_2,2026-03-12T20:27:49+00:00,23.0,39,84,85
sensor_3,2026-03-12T20:27:49+00:00,19.2,69,52,92
sensor_4,2026-03-12T20:27:49+00:00,24.1,48,194,61
sensor_5,2026-03-12T20:27:49+00:00,34.2,89,168,69
sensor_1,2026-03-12T20:27:51+00:00,18.1,42,65,49
sensor_2,2026-03-12T20:27:51+00:00,24.2,53,41,45
sensor_3,2026-03-12T20:27:51+00:00,24.7,36,81,43
sensor_4,2026-03-12T20:27:51+00:00,35.7,36,195,34
sensor_5,2026-03-12T20:27:51+00:00,26.8,36,35,30
sensor_1,2026-03-12T20:27:53+00:00,31.2,85,146,90
sensor_2,2026-03-12T20:27:53+00:00,25.1,75,159,68
sensor_3,2026-03-12T20:27:53+00:00,33.0,75,38,61
sensor_4,2026-03-12T20:27:53+00:00,36.4,83,199,79
sensor_5,2026-03-12T20:27:53+00:00,38.3,50,203,40
sensor_1,2026-03-12T20:27:55+00:00,37.0,62,126,58
sensor_2,2026-03-12T20:27:55+00:00,24.5,53,109,47
sensor_3,2026-03-12T20:27:55+00:00,29.9,29,165,64
sensor_4,2026-03-12T20:27:55+00:00,30.7,79,92,86
sensor_5,2026-03-12T20:27:55+00:00,27.9,62,115,35
sensor_1,2026-03-12T20:27:57+00:00,22.8,51,145,84
sensor_2,2026-03-12T20:27:57+00:00,34.2,23,197,60
sensor_3,2026-03-12T20:27:57+00:00,30.6,53,108,91
sensor_4,2026-03-12T20:27:57+00:00,33.6,43,111,81
sensor_5,2026-03-12T20:27:57+00:00,27.1,35,218,34
sensor_1,2026-03-12T20:27:59+00:00,24.0,29,66,35
sensor_2,2026-03-12T20:27:59+00:00,25.3,44,60,49
sensor_3,2026-03-12T20:27:59+00:00,39.0,46,138,61
sensor_4,2026-03-12T20:27:59+00:00,25.0,80,53,58
sensor_5,2026-03-12T20:27:59+00:00,39.1,36,161,67
sensor_1,2026-03-12T20:28:01+00:00,25.5,65,211,52
sensor_2,2026-03-12T20:28:01+00:00,31.7,43,203,95
sensor_3,2026-03-12T20:28:01+00:00,34.7,62,200,87
sensor_4,2026-03-12T20:28:01+00:00,25.5,60,167,88
sensor_5,2026-03-12T20:28:01+00:00,33.2,69,163,82
sensor_1,2026-03-12T20:28:03+00:00,28.4,33,175,85
sensor_2,2026-03-12T20:28:03+00:00,39.9,28,26,94
sensor_3,2026-03-12T20:28:03+00:00,21.7,29,108,85
sensor_4,2026-03-12T20:28:03+00:00,38.4,82,95,87
sensor_5,2026-03-12T20:28:03+00:00,39.1,60,141,56
sensor_1,2026-03-12T20:28:05+00:00,34.4,87,33,87
sensor_2,2026-03-12T20:28:05+00:00,27.5,69,101,30
sensor_3,2026-03-12T20:28:05+00:00,23.9,88,130,36
sensor_4,2026-03-12T20:28:05+00:00,37.8,46,214,94
sensor_5,2026-03-12T20:28:05+00:00,29.5,20,174,56
sensor_1,2026-03-12T20:28:07+00:00,25.0,84,117,30
sensor_2,2026-03-12T20:28:07+00:00,19.8,55,206,44
sensor_3,2026-03-12T20:28:07+00:00,21.2,48,165,64
sensor_4,2026-03-12T20:28:07+00:00,22.5,86,47,42
sensor_5,2026-03-12T20:28:07+00:00,19.3,84,186,36
sensor_1,2026-03-12T20:28:09+00:00,18.6,30,35,43
sensor_2,2026-03-12T20:28:09+00:00,31.2,64,108,62
sensor_3,2026-03-12T20:28:09+00:00,22.7,89,104,33
sensor_4,2026-03-12T20:28:09+00:00,31.0,59,103,53
sensor_5,2026-03-12T20:28:09+00:00,26.2,65,117,79
sensor_1,2026-03-12T20:28:11+00:00,30.2,81,26,54
sensor_2,2026-03-12T20:28:11+00:00,37.4,33,178,55
sensor_3,2026-03-12T20:28:11+00:00,28.4,72,71,30
sensor_4,2026-03-12T20:28:11+00:00,28.9,27,184,49
sensor_5,2026-03-12T20:28:11+00:00,25.6,48,119,62
sensor_1,2026-03-12T20:28:13+00:00,28.7,37,111,37
sensor_2,2026-03-12T20:28:13+00:00,25.1,55,23,73
sensor_3,2026-03-12T20:28:13+00:00,37.6,70,185,37
sensor_4,2026-03-12T20:28:13+00:00,33.7,70,116,65
sensor_5,2026-03-12T20:28:13+00:00,39.5,46,98,82
sensor_1,2026-03-12T20:28:15+00:00,28.1,45,218,55
sensor_2,2026-03-12T20:28:15+00:00,38.3,34,64,45
sensor_3,2026-03-12T20:28:15+00:00,24.9,80,64,33
sensor_4,2026-03-12T20:28:15+00:00,36.6,20,52,44
sensor_5,2026-03-12T20:28:15+00:00,19.4,56,178,51
sensor_1,2026-03-12T20:28:17+00:00,38.9,34,50,67
sensor_2,2026-03-12T20:28:17+00:00,19.3,54,37,73
sensor_3,2026-03-12T20:28:17+00:00,26.6,66,142,57
sensor_4,2026-03-12T20:28:17+00:00,22.5,21,133,57
sensor_5,2026-03-12T20:28:17+00:00,33.4,74,96,74
sensor_1,2026-03-12T20:28:19+00:00,27.9,73,54,49
sensor_2,2026-03-12T20:28:19+00:00,39.2,62,77,63
sensor_3,2026-03-12T20:28:19+00:00,30.0,58,29,70
sensor_4,2026-03-12T20:28:19+00:00,30.2,62,177,41
sensor_5,2026-03-12T20:28:19+00:00,27.7,64,213,32
sensor_1,2026-03-12T20:28:21+00:00,29.1,34,189,46
sensor_2,2026-03-12T20:28:21+00:00,39.7,48,141,76
sensor_3,2026-03-12T20:28:21+00:00,21.3,21,25,95
sensor_4,2026-03-12T20:28:21+00:00,28.1,90,188,50
sensor_5,2026-03-12T20:28:21+00:00,31.7,27,58,49
sensor_1,2026-03-12T20:28:23+00:00,31.3,24,23,45
sensor_2,2026-03-12T20:28:23+00:00,31.3,35,213,75
sensor_3,2026-03-12T20:28:23+00:00,25.5,30,181,92
sensor_4,2026-03-12T20:28:23+00:00,28.5,90,41,53
sensor_5,2026-03-12T20:28:23+00:00,24.0,59,88,39
sensor_1,2026-03-12T20:28:25+00:00,37.2,22,149,36
sensor_2,2026-03-12T20:28:25+00:00,31.4,84,187,93
sensor_3,2026-03-12T20:28:25+00:00,36.2,29,207,88
sensor_4,2026-03-12T20:28:25+00:00,39.1,72,155,36
sensor_5,2026-03-12T20:28:25+00:00,22.9,81,62,70
sensor_1,2026-03-12T20:28:27+00:00,36.1,46,40,50
sensor_2,2026-03-12T20:28:27+00:00,33.1,88,33,44
sensor_3,2026-03-12T20:28:27+00:00,33.2,50,53,87
sensor_4,2026-03-12T20:28:27+00:00,24.7,27,139,65
sensor_5,2026-03-12T20:28:27+00:00,22.7,90,55,30
sensor_1,2026-03-12T20:28:29+00:00,25.2,87,51,92
sensor_2,2026-03-12T20:28:29+00:00,24.8,89,220,94
sensor_3,2026-03-12T20:28:29+00:00,18.6,27,69,38
sensor_4,2026-03-12T20:28:29+00:00,19.5,39,201,91
sensor_5,2026-03-12T20:28:29+00:00,32.8,63,200,73
sensor_1,2026-03-12T20:28:31+00:00,29.7,51,200,51
sensor_2,2026-03-12T20:28:31+00:00,23.6,87,143,36
sensor_3,2026-03-12T20:28:31+00:00,38.7,25,183,63
sensor_4,2026-03-12T20:28:31+00:00,31.3,37,112,41
sensor_5,2026-03-12T20:28:31+00:00,25.8,25,156,40
sensor_1,2026-03-12T20:28:33+00:00,34.9,23,96,51
sensor_2,2026-03-12T20:28:33+00:00,28.6,45,58,53
sensor_3,2026-03-12T20:28:33+00:00,37.3,37,69,50
sensor_4,2026-03-12T20:28:33+00:00,22.9,58,207,55
sensor_5,2026-03-12T20:28:33+00:00,22.8,84,104,80
sensor_1,2026-03-12T20:28:35+00:00,26.8,85,74,37
sensor_2,2026-03-12T20:28:35+00:00,31.2,44,192,75
sensor_3,2026-03-12T20:28:35+00:00,27.1,21,56,37
sensor_4,2026-03-12T20:28:35+00:00,32.8,85,214,71
sensor_5,2026-03-12T20:28:35+00:00,33.2,57,28,77
sensor_1,2026-03-12T20:28:37+00:00,37.4,25,71,41
sensor_2,2026-03-12T20:28:37+00:00,31.1,22,77,76
sensor_3,2026-03-12T20:28:37+00:00,27.1,68,162,46
sensor_4,2026-03-12T20:28:37+00:00,26.3,66,49,43
sensor_5,2026-03-12T20:28:37+00:00,32.5,63,119,45
sensor_1,2026-03-12T20:28:39+00:00,31.0,79,102,90
sensor_2,2026-03-12T20:28:39+00:00,32.9,87,108,56
sensor_3,2026-03-12T20:28:39+00:00,20.5,58,168,41
sensor_4,2026-03-12T20:28:39+00:00,20.9,32,31,55
sensor_5,2026-03-12T20:28:39+00:00,21.6,60,119,94
sensor_1,2026-03-12T20:28:41+00:00,19.9,34,217,92
sensor_2,2026-03-12T20:28:41+00:00,29.5,83,150,95
sensor_3,2026-03-12T20:28:41+00:00,26.1,36,161,47
sensor_4,2026-03-12T20:28:41+00:00,35.9,31,155,77
sensor_5,2026-03-12T20:28:41+00:00,38.8,55,28,33
sensor_1,2026-03-12T20:28:43+00:00,25.7,32,183,32
sensor_2,2026-03-12T20:28:43+00:00,37.3,87,57,30
sensor_3,2026-03-12T20:28:43+00:00,22.3,36,151,74
sensor_4,2026-03-12T20:28:43+00:00,37.1,39,190,85
sensor_5,2026-03-12T20:28:43+00:00,31.7,35,65,60
sensor_1,2026-03-12T20:28:45+00:00,36.2,23,49,51
sensor_2,2026-03-12T20:28:45+00:00,31.0,43,38,95
sensor_3,2026-03-12T20:28:45+00:00,33.2,57,148,90
sensor_4,2026-03-12T20:28:45+00:00,25.5,39,99,71
sensor_5,2026-03-12T20:28:45+00:00,27.3,55,165,32
sensor_1,2026-03-12T20:28:47+00:00,35.1,53,166,36
sensor_2,2026-03-12T20:28:47+00:00,24.0,32,145,47
sensor_3,2026-03-12T20:28:47+00:00,23.5,86,29,88
sensor_4,2026-03-12T20:28:47+00:00,38.1,68,174,65
sensor_5,2026-03-12T20:28:47+00:00,32.5,63,206,39
sensor_1,2026-03-12T20:28:49+00:00,27.4,67,161,52
sensor_2,2026-03-12T20:28:49+00:00,36.2,24,196,58
sensor_3,2026-03-12T20:28:49+00:00,38.9,69,111,85
sensor_4,2026-03-12T20:28:49+00:00,22.2,86,59,41
sensor_5,2026-03-12T20:28:49+00:00,22.9,59,83,61
sensor_1,2026-03-12T20:28:51+00:00,32.0,30,156,62
sensor_2,2026-03-12T20:28:51+00:00,29.1,36,45,76
sensor_3,2026-03-12T20:28:51+00:00,36.5,49,215,55
sensor_4,2026-03-12T20:28:51+00:00,21.0,89,86,47
sensor_5,2026-03-12T20:28:51+00:00,33.9,58,91,68
sensor_1,2026-03-12T20:28:53+00:00,34.3,38,159,66
sensor_2,2026-03-12T20:28:53+00:00,27.3,53,158,59
sensor_3,2026-03-12T20:28:53+00:00,38.5,88,174,80
sensor_4,2026-03-12T20:28:53+00:00,32.1,87,167,82
sensor_5,2026-03-12T20:28:53+00:00,32.2,44,70,94
sensor_1,2026-03-12T20:28:55+00:00,39.8,28,205,89
sensor_2,2026-03-12T20:28:55+00:00,27.3,67,170,88
sensor_3,2026-03-12T20:28:55+00:00,18.4,88,68,70
sensor_4,2026-03-12T20:28:55+00:00,30.3,23,38,35
sensor_5,2026-03-12T20:28:55+00:00,37.9,24,138,61
sensor_1,2026-03-12T20:28:57+00:00,39.9,25,183,55
sensor_2,2026-03-12T20:28:57+00:00,36.1,76,99,90
sensor_3,2026-03-12T20:28:57+00:00,29.3,43,117,42
sensor_4,2026-03-12T20:28:57+00:00,39.5,39,49,54
sensor_5,2026-03-12T20:28:57+00:00,22.9,51,154,95
sensor_1,2026-03-12T20:28:59+00:00,27.4,46,135,74
sensor_2,2026-03-12T20:28:59+00:00,38.3,49,54,77
sensor_3,2026-03-12T20:28:59+00:00,25.3,75,63,47
sensor_4,2026-03-12T20:28:59+00:00,25.0,29,136,64
sensor_5,2026-03-12T20:28:59+00:00,25.4,37,110,46
sensor_1,2026-03-12T20:29:01+00:00,27.5,32,86,38
sensor_2,2026-03-12T20:29:01+00:00,35.4,82,103,45
sensor_3,2026-03-12T20:29:01+00:00,38.1,48,32,72
sensor_4,2026-03-12T20:29:01+00:00,33.5,63,66,81
sensor_5,2026-03-12T20:29:01+00:00,33.3,78,41,50
sensor_1,2026-03-12T20:29:03+00:00,27.7,58,102,62
sensor_2,2026-03-12T20:29:03+00:00,39.5,70,72,72
sensor_3,2026-03-12T20:29:03+00:00,22.8,41,166,71
sensor_4,2026-03-12T20:29:03+00:00,24.5,25,66,73
sensor_5,2026-03-12T20:29:03+00:00,39.4,62,109,80
sensor_1,2026-03-12T20:29:05+00:00,28.7,49,49,75
sensor_2,2026-03-12T20:29:05+00:00,25.4,37,212,53
sensor_3,2026-03-12T20:29:05+00:00,23.2,64,74,95
sensor_4,2026-03-12T20:29:05+00:00,18.7,82,76,95
sensor_5,2026-03-12T20:29:05+00:00,31.9,38,91,51
sensor_1,2026-03-12T20:29:07+00:00,28.2,41,110,54
sensor_2,2026-03-12T20:29:07+00:00,32.7,57,144,41
sensor_3,2026-03-12T20:29:07+00:00,27.8,86,72,42
sensor_4,2026-03-12T20:29:07+00:00,20.7,80,75,60
sensor_5,2026-03-12T20:29:07+00:00,27.0,26,94,30
sensor_1,2026-03-12T20:29:09+00:00,36.1,61,202,45
sensor_2,2026-03-12T20:29:09+00:00,29.5,62,66,47
sensor_3,2026-03-12T20:29:09+00:00,39.0,23,133,48
sensor_4,2026-03-12T20:29:09+00:00,29.4,80,100,74
sensor_5,2026-03-12T20:29:09+00:00,26.9,90,112,82
sensor_1,2026-03-12T20:29:11+00:00,24.0,69,188,77
sensor_2,2026-03-12T20:29:11+00:00,39.2,55,179,61
sensor_3,2026-03-12T20:29:11+00:00,37.0,50,47,41
sensor_4,2026-03-12T20:29:11+00:00,37.2,82,146,37
sensor_5,2026-03-12T20:29:11+00:00,37.3,43,140,52
sensor_1,2026-03-12T20:29:13+00:00,31.8,38,59,43
sensor_2,2026-03-12T20:29:13+00:00,29.6,62,48,35
sensor_3,2026-03-12T20:29:13+00:00,18.3,80,149,79
sensor_4,2026-03-12T20:29:13+00:00,32.9,46,20,93
sensor_5,2026-03-12T20:29:13+00:00,38.8,53,190,63
sensor_1,2026-03-12T20:29:15+00:00,22.1,45,90,65
sensor_2,2026-03-12T20:29:15+00:00,33.6,56,62,35
sensor_3,2026-03-12T20:29:15+00:00,37.9,44,115,90
sensor_4,2026-03-12T20:29:15+00:00,20.0,76,37,60
sensor_5,2026-03-12T20:29:15+00:00,18.9,59,128,51
sensor_1,2026-03-12T20:29:17+00:00,24.4,52,202,65
sensor_2,2026-03-12T20:29:17+00:00,36.9,42,67,40
sensor_3,2026-03-12T20:29:17+00:00,21.4,37,33,94
sensor_4,2026-03-12T20:29:17+00:00,28.0,78,151,81
sensor_5,2026-03-12T20:29:17+00:00,34.1,52,52,89
sensor_1,2026-03-12T20:29:19+00:00,32.1,77,198,57
sensor_2,2026-03-12T20:29:19+00:00,20.2,87,126,86
sensor_3,2026-03-12T20:29:19+00:00,27.0,90,42,44
sensor_4,2026-03-12T20:29:19+00:00,35.9,79,63,94
sensor_5,2026-03-12T20:29:19+00:00,28.4,40,85,36
sensor_1,2026-03-12T20:29:21+00:00,35.0,78,122,77
sensor_2,2026-03-12T20:29:21+00:00,30.9,49,194,74
sensor_3,2026-03-12T20:29:21+00:00,37.4,61,35,46
sensor_4,2026-03-12T20:29:21+00:00,35.2,49,102,44
sensor_5,2026-03-12T20:29:21+00:00,21.6,49,33,42
sensor_1,2026-03-12T20:29:23+00:00,18.6,27,38,94
sensor_2,2026-03-12T20:29:23+00:00,23.1,87,177,31
sensor_3,2026-03-12T20:29:23+00:00,31.5,37,209,58
sensor_4,2026-03-12T20:29:23+00:00,36.9,82,98,31
sensor_5,2026-03-12T20:29:23+00:00,19.7,71,98,68
sensor_1,2026-03-12T20:29:25+00:00,35.8,37,192,30
sensor_2,2026-03-12T20:29:25+00:00,29.7,50,100,52
sensor_3,2026-03-12T20:29:25+00:00,22.5,82,150,65
sensor_4,2026-03-12T20:29:25+00:00,33.6,33,138,39
sensor_5,2026-03-12T20:29:25+00:00,31.1,48,127,83
sensor_1,2026-03-12T20:29:27+00:00,22.1,42,203,86
sensor_2,2026-03-12T20:29:27+00:00,30.6,45,74,63
sensor_3,2026-03-12T20:29:27+00:00,38.1,57,129,37
sensor_4,2026-03-12T20:29:27+00:00,20.2,54,205,48
sensor_5,2026-03-12T20:29:27+00:00,27.1,46,143,77
sensor_1,2026-03-12T20:29:29+00:00,25.7,31,107,92
sensor_2,2026-03-12T20:29:29+00:00,23.0,83,81,55
sensor_3,2026-03-12T20:29:29+00:00,36.1,85,56,45
sensor_4,2026-03-12T20:29:29+00:00,21.9,37,163,48
sensor_5,2026-03-12T20:29:29+00:00,22.8,48,108,94
sensor_1,2026-03-12T20:29:31+00:00,32.3,84,150,79
sensor_2,2026-03-12T20:29:31+00:00,39.3,90,76,38
sensor_3,2026-03-12T20:29:31+00:00,29.0,65,70,54
sensor_4,2026-03-12T20:29:31+00:00,18.9,58,116,75
sensor_5,2026-03-12T20:29:31+00:00,28.7,29,181,91
sensor_1,2026-03-12T20:29:33+00:00,31.1,49,120,60
sensor_2,2026-03-12T20:29:33+00:00,33.3,32,26,79
sensor_3,2026-03-12T20:29:33+00:00,29.5,83,26,82
sensor_4,2026-03-12T20:29:33+00:00,39.2,66,189,35
sensor_5,2026-03-12T20:29:33+00:00,25.9,55,107,33
sensor_1,2026-03-12T20:29:35+00:00,25.7,37,206,43
sensor_2,2026-03-12T20:29:35+00:00,30.8,40,148,44
sensor_3,2026-03-12T20:29:35+00:00,34.8,42,28,66
sensor_4,2026-03-12T20:29:35+00:00,34.7,65,57,41
sensor_5,2026-03-12T20:29:35+00:00,29.4,44,62,30
sensor_1,2026-03-12T20:29:37+00:00,34.1,78,123,92
sensor_2,2026-03-12T20:29:37+00:00,38.8,81,175,78
sensor_3,2026-03-12T20:29:37+00:00,33.3,32,74,32
sensor_4,2026-03-12T20:29:37+00:00,30.4,66,58,70
sensor_5,2026-03-12T20:29:37+00:00,32.9,74,44,67
sensor_1,2026-03-12T20:29:39+00:00,35.0,64,164,91
sensor_2,2026-03-12T20:29:39+00:00,33.8,81,162,70
sensor_3,2026-03-12T20:29:39+00:00,33.1,56,195,62
sensor_4,2026-03-12T20:29:39+00:00,25.6,37,48,31
sensor_5,2026-03-12T20:29:39+00:00,24.4,72,168,32
sensor_1,2026-03-12T20:29:41+00:00,21.6,39,191,47
sensor_2,2026-03-12T20:29:41+00:00,22.9,73,122,43
sensor_3,2026-03-12T20:29:41+00:00,24.4,46,181,39
sensor_4,2026-03-12T20:29:41+00:00,19.2,25,103,37
sensor_5,2026-03-12T20:29:41+00:00,25.4,85,151,83
sensor_1,2026-03-12T20:29:43+00:00,27.5,60,27,41
sensor_2,2026-03-12T20:29:43+00:00,33.8,87,54,46
sensor_3,2026-03-12T20:29:43+00:00,18.2,49,142,86
sensor_4,2026-03-12T20:29:43+00:00,23.9,27,120,54
sensor_5,2026-03-12T20:29:43+00:00,25.0,52,219,88
sensor_1,2026-03-12T20:29:45+00:00,32.7,27,103,85
sensor_2,2026-03-12T20:29:45+00:00,31.7,26,159,81
sensor_3,2026-03-12T20:29:45+00:00,36.7,73,138,63
sensor_4,2026-03-12T20:29:45+00:00,24.0,36,140,50
sensor_5,2026-03-12T20:29:45+00:00,20.0,60,166,64
sensor_1,2026-03-12T20:29:47+00:00,19.3,46,173,61
sensor_2,2026-03-12T20:29:47+00:00,32.1,58,115,89
sensor_3,2026-03-12T20:29:47+00:00,22.3,51,146,72
sensor_4,2026-03-12T20:29:47+00:00,26.9,90,132,37
sensor_5,2026-03-12T20:29:47+00:00,33.3,52,112,72
sensor_1,2026-03-12T20:29:49+00:00,25.4,64,161,54
sensor_2,2026-03-12T20:29:49+00:00,19.3,43,122,64
sensor_3,2026-03-12T20:29:49+00:00,30.3,20,157,79
sensor_4,2026-03-12T20:29:49+00:00,32.5,54,54,37
sensor_5,2026-03-12T20:29:49+00:00,39.4,64,50,62
sensor_1,2026-03-12T20:29:51+00:00,30.5,73,97,44
sensor_2,2026-03-12T20:29:51+00:00,19.4,27,133,92
sensor_3,2026-03-12T20:29:51+00:00,35.6,67,112,46
sensor_4,2026-03-12T20:29:51+00:00,21.7,65,111,95
sensor_5,2026-03-12T20:29:51+00:00,27.3,31,146,55
sensor_1,2026-03-12T20:29:53+00:00,39.0,47,182,95
sensor_2,2026-03-12T20:29:53+00:00,34.5,62,85,52
sensor_3,2026-03-12T20:29:53+00:00,28.8,54,46,42
sensor_4,2026-03-12T20:29:53+00:00,19.6,57,81,83
sensor_5,2026-03-12T20:29:53+00:00,31.5,76,204,53
sensor_1,2026-03-12T20:29:55+00:00,27.4,62,40,85
sensor_2,2026-03-12T20:29:55+00:00,29.4,52,29,54
sensor_3,2026-03-12T20:29:55+00:00,25.5,47,71,89
sensor_4,2026-03-12T20:29:55+00:00,32.3,43,115,52
sensor_5,2026-03-12T20:29:55+00:00,33.6,80,128,79
sensor_1,2026-03-12T20:29:57+00:00,28.4,90,213,79
sensor_2,2026-03-12T20:29:57+00:00,33.1,66,170,82
sensor_3,2026-03-12T20:29:57+00:00,29.6,86,144,57
sensor_4,2026-03-12T20:29:57+00:00,19.5,28,171,57
sensor_5,2026-03-12T20:29:57+00:00,38.0,46,30,76
sensor_1,2026-03-12T20:29:59+00:00,31.1,33,120,48
sensor_2,2026-03-12T20:29:59+00:00,32.8,73,52,61
sensor_3,2026-03-12T20:29:59+00:00,39.4,84,213,48
sensor_4,2026-03-12T20:29:59+00:00,28.4,32,184,35
sensor_5,2026-03-12T20:29:59+00:00,21.8,38,219,90
sensor_1,2026-03-12T20:30:01+00:00,39.6,57,195,52
sensor_2,2026-03-12T20:30:01+00:00,23.9,76,132,38
sensor_3,2026-03-12T20:30:01+00:00,35.9,84,53,81
sensor_4,2026-03-12T20:30:01+00:00,25.8,26,195,48
sensor_5,2026-03-12T20:30:01+00:00,38.6,86,81,69
sensor_1,2026-03-12T20:30:03+00:00,27.0,41,50,34
sensor_2,2026-03-12T20:30:03+00:00,36.7,48,143,38
sensor_3,2026-03-12T20:30:03+00:00,20.6,26,75,48
sensor_4,2026-03-12T20:30:03+00:00,28.2,72,108,64
sensor_5,2026-03-12T20:30:03+00:00,27.8,53,63,51
sensor_1,2026-03-12T20:30:05+00:00,31.8,32,122,85
sensor_2,2026-03-12T20:30:05+00:00,38.2,89,49,31
sensor_3,2026-03-12T20:30:05+00:00,36.6,77,216,84
sensor_4,2026-03-12T20:30:05+00:00,24.2,47,88,71
sensor_5,2026-03-12T20:30:05+00:00,18.2,23,110,72
sensor_1,2026-03-12T20:30:07+00:00,35.5,85,80,70
sensor_2,2026-03-12T20:30:07+00:00,29.2,50,202,49
sensor_3,2026-03-12T20:30:07+00:00,20.1,63,216,80
sensor_4,2026-03-12T20:30:07+00:00,38.4,48,153,48
sensor_5,2026-03-12T20:30:07+00:00,20.9,74,49,54
sensor_1,2026-03-12T20:30:09+00:00,37.2,38,98,44
sensor_2,2026-03-12T20:30:09+00:00,31.8,20,71,57
sensor_3,2026-03-12T20:30:09+00:00,32.0,75,98,41
sensor_4,2026-03-12T20:30:09+00:00,27.2,21,150,45
sensor_5,2026-03-12T20:30:09+00:00,30.5,58,143,58
sensor_1,2026-03-12T20:30:11+00:00,28.4,21,187,89
sensor_2,2026-03-12T20:30:11+00:00,38.4,44,140,66
sensor_3,2026-03-12T20:30:11+00:00,27.5,30,77,81
sensor_4,2026-03-12T20:30:11+00:00,30.7,22,76,77
sensor_5,2026-03-12T20:30:11+00:00,24.4,43,136,38
sensor_1,2026-03-12T20:30:13+00:00,39.8,85,206,50
sensor_2,2026-03-12T20:30:13+00:00,37.5,82,220,41
sensor_3,2026-03-12T20:30:13+00:00,34.0,47,62,84
sensor_4,2026-03-12T20:30:13+00:00,33.2,26,59,69
sensor_5,2026-03-12T20:30:13+00:00,34.9,88,70,30
sensor_1,2026-03-12T20:30:15+00:00,33.4,53,114,77
sensor_2,2026-03-12T20:30:15+00:00,19.6,42,115,53
sensor_3,2026-03-12T20:30:15+00:00,28.4,44,214,56
sensor_4,2026-03-12T20:30:15+00:00,37.1,36,126,46
sensor_5,2026-03-12T20:30:15+00:00,21.7,36,36,65
sensor_1,2026-03-12T20:30:17+00:00,20.1,27,52,71
sensor_2,2026-03-12T20:30:17+00:00,34.6,31,26,95
sensor_3,2026-03-12T20:30:17+00:00,26.9,86,117,33
sensor_4,2026-03-12T20:30:17+00:00,24.7,40,69,81
sensor_5,2026-03-12T20:30:17+00:00,30.3,25,141,33
sensor_1,2026-03-12T20:30:19+00:00,26.5,90,184,49
sensor_2,2026-03-12T20:30:19+00:00,21.2,35,44,44
sensor_3,2026-03-12T20:30:19+00:00,37.9,65,203,34
sensor_4,2026-03-12T20:30:19+00:00,34.8,79,88,48
sensor_5,2026-03-12T20:30:19+00:00,39.7,64,92,74
sensor_1,2026-03-12T20:30:21+00:00,37.1,22,76,62
sensor_2,2026-03-12T20:30:21+00:00,18.5,52,122,35
sensor_3,2026-03-12T20:30:21+00:00,25.9,39,205,92
sensor_4,2026-03-12T20:30:21+00:00,26.9,37,156,76
sensor_5,2026-03-12T20:30:21+00:00,33.4,27,158,32
sensor_1,2026-03-12T20:30:23+00:00,29.3,33,47,38
sensor_2,2026-03-12T20:30:23+00:00,22.4,58,66,94
sensor_3,2026-03-12T20:30:23+00:00,19.3,20,134,44
sensor_4,2026-03-12T20:30:23+00:00,25.1,90,220,36
sensor_5,2026-03-12T20:30:23+00:00,21.3,44,163,31
sensor_1,2026-03-12T20:30:25+00:00,27.8,46,102,86
sensor_2,2026-03-12T20:30:25+00:00,21.5,59,23,73
sensor_3,2026-03-12T20:30:25+00:00,19.8,40,196,74
sensor_4,2026-03-12T20:30:25+00:00,28.8,66,86,89
sensor_5,2026-03-12T20:30:25+00:00,39.8,75,41,44
sensor_1,2026-03-12T20:30:27+00:00,28.6,22,24,53
sensor_2,2026-03-12T20:30:27+00:00,25.4,55,138,46
sensor_3,2026-03-12T20:30:27+00:00,36.6,42,24,37
sensor_4,2026-03-12T20:30:27+00:00,39.3,26,23,89
sensor_5,2026-03-12T20:30:27+00:00,18.5,72,43,93
sensor_1,2026-03-12T20:30:29+00:00,35.8,24,203,91
sensor_2,2026-03-12T20:30:29+00:00,24.4,22,188,93
sensor_3,2026-03-12T20:30:29+00:00,21.3,50,207,44
sensor_4,2026-03-12T20:30:29+00:00,23.8,71,72,65
sensor_5,2026-03-12T20:30:29+00:00,22.8,41,149,60
sensor_1,2026-03-12T20:30:31+00:00,34.6,89,114,48
sensor_2,2026-03-12T20:30:31+00:00,36.0,37,182,91
sensor_3,2026-03-12T20:30:31+00:00,38.6,78,163,65
sensor_4,2026-03-12T20:30:31+00:00,18.7,74,199,76
sensor_5,2026-03-12T20:30:31+00:00,18.5,26,149,75
sensor_1,2026-03-12T20:30:33+00:00,27.0,90,102,43
sensor_2,2026-03-12T20:30:33+00:00,33.9,36,204,82
sensor_3,2026-03-12T20:30:33+00:00,26.5,64,122,94
sensor_4,2026-03-12T20:30:33+00:00,36.5,65,85,95
sensor_5,2026-03-12T20:30:33+00:00,33.8,67,113,34
